1, 14.20
1, 14.23
2, 14.08
3, 14.07
4, 14.13
5, 14.16
6, 14.13
7, 14.10
8, 14.08
9, 14.07
10, 14.09
11, 14.08
12, 14.05
13, 14.07
14, 14.07
15, 14.04
16, 14.04
17, 14.06
18, 14.07
19, 14.05
20, 14.06
21, 14.03
22, 14.07
23, 14.05
24, 14.06
25, 14.05
26, 14.15
27, 14.11
28, 14.01
29, 14.05
30, 14.08
31, 14.06
32, 14.07
33, 14.05
34, 13.99
35, 14.01
36, 14.17
37, 14.12
38, 14.04
39, 14.04
40, 14.10
41, 14.08
42, 14.07
Total Training Time: 591.17 seconds
