1, 10.78
1, 7.47
2, 7.35
3, 7.33
4, 7.33
5, 7.34
6, 7.31
7, 7.36
8, 7.37
9, 7.39
10, 7.33
11, 7.37
12, 7.35
13, 7.34
14, 7.36
15, 7.37
16, 7.38
17, 7.24
18, 7.29
19, 7.26
20, 7.27
21, 7.34
22, 7.27
23, 7.28
24, 7.32
25, 7.35
26, 7.33
27, 7.32
28, 7.27
29, 7.30
30, 7.32
31, 7.32
32, 7.29
33, 7.28
34, 7.26
35, 7.27
36, 7.25
37, 7.25
38, 7.28
39, 7.27
40, 7.31
Total Training Time: 292.69 seconds
