1, 20.33
2, 20.35
3, 20.38
4, 20.71
5, 20.62
6, 20.37
7, 20.47
8, 20.28
9, 20.31
10, 20.41
11, 20.38
12, 20.57
13, 20.57
14, 20.38
15, 20.38
16, 20.34
17, 20.47
18, 20.32
19, 20.37
20, 20.33
21, 20.35
22, 20.37
23, 20.35
24, 20.59
25, 20.37
26, 20.35
27, 20.28
28, 20.34
29, 20.32
30, 20.26
31, 20.36
32, 20.31
33, 20.39
Total Training Time: 672.96 seconds
